Luas_Tanah,Luas_Bangunan,Jumlah_Kamar,Umur_Bangunan,Jarak_Pusat_Kota,Harga_Properti
218.5430534813131,138.94609006574672,1,1.5547061046728072,13.635696816378854,2182.5121324381744
477.8214378844623,172.48615958271233,1,10.098128345817617,4.332054293845542,2326.2586053592136
379.3972738151323,344.92056846123705,1,4.032440308169227,18.373826972574236,4052.502420862388
319.3963178886665,147.26114190782272,5,1.9012491141830323,8.95663997294939,3692.955231077851
120.20838819909643,92.71231627385421,4,29.698806971698357,8.279632036740452,301.1616073407586
120.1975341512912,236.01646710958957,5,9.67061534924169,10.859436400373912,2641.872368179366
76.13762547568976,376.37726643948895,4,24.296233375639044,1.8923533687260459,2314.8380013009773
439.7792655987208,287.53102476974,5,7.6392196429129156,4.159384006365508,4387.73253501222
320.50175528444396,240.92263293306505,5,20.44508166671788,15.022638712101038,3069.7658325075317
368.63266000822045,65.95530269518436,3,22.806835796690596,2.573174690577403,2093.71842240354
59.263022433111104,257.5526738786928,5,17.869162218235328,12.459890079861376,2621.589954545739
486.45943347289744,396.3199245385774,2,14.147285656504751,5.661633083945098,4899.907425471162
424.59918836018977,81.8310856375139,3,12.355227424418056,8.396616666797554,2296.6397600939817
145.55259980522428,221.78197137458258,5,10.46604799628986,6.485180998643298,2458.5729958396305
131.82123524319528,354.6280366133435,1,27.885874327434774,7.757781612834034,1905.9187827612975
132.53202943404523,304.08438856905565,2,24.918582233631874,14.661872198500664,2060.1446691198134
186.90900933179196,287.89582416824913,2,28.950807319995377,6.645312596840325,1499.7242895073807
286.140394234507,289.91911107523043,2,3.728916704566342,11.761688165641047,3989.4929954405766
244.3752583889521,163.01172595130942,3,21.92602425610933,10.044957641782894,2125.9471867295697
181.05311308911885,138.62898237786254,5,28.150213704631135,13.609752141890315,1373.901489250615
325.33380262507075,329.46362752705005,5,5.436991984969804,18.799765047170403,3868.1847824291413
112.77223729341883,329.74195603129687,1,1.9948880210033249,14.918869846994756,2675.6176462376393
181.46509184084817,350.81675787463837,1,22.233619478701772,5.083867193224378,2489.3543494131163
214.86282948216126,367.8990044458944,2,17.234193395397355,1.5924795661644087,3163.973898397337
255.23149289766616,219.19668757854697,1,25.254863302748163,5.983016841696677,2101.6846761310308
403.3291826268561,215.56102903426387,3,4.193171298788685,12.306480683304843,3383.2913144430604
139.85320197126188,325.3692162177068,5,23.858019355796706,1.9770904562007567,3045.381119472028
281.4054972861252,270.4866543877731,2,6.048819601432336,10.43095869682349,3197.552759993696
316.5865559879191,289.72774458535025,1,4.909678285971135,12.340014129420895,3387.6703297043086
70.90268572399897,324.4432876913574,3,4.927973937929789,7.3506339255222555,2986.7679129597077
323.39518335564725,359.3019764724995,3,24.437241606941463,15.647331871170616,3276.9789237360874
126.73585565928119,155.05820803506825,1,19.955916620886004,3.0253668095416644,1617.2024273553602
79.27321684337578,168.96569247677928,5,15.69196274307358,2.4276178529803665,2371.116819025473
476.99849176399994,64.77331774112153,1,10.764914523705075,14.835586367868464,2224.436059046585
484.53441488355173,243.96365216858436,2,26.31601622439325,10.41433500791777,2386.9549561735917
413.7788066524075,43.29864130479457,1,11.773353222679061,14.079645532126985,1779.4581769883582
187.07619612801682,202.27126670901026,3,24.497983184147312,9.261719433471178,2178.1722588127877
93.95245130287273,230.77851484180334,1,13.174047257106553,5.681638631543029,2101.5105118906267
357.9048619304706,136.02026328746524,5,11.308332882747226,16.562944035809792,2408.3691519185268
248.06862218282058,248.60830641053397,4,13.880393570088193,16.188901700410604,2781.552889102076
104.91720568015047,41.28509247744829,1,9.041336224924262,14.199232946234108,1096.9872631497701
272.8296095500716,43.818829837209336,5,22.428281405287535,6.170757607369291,1348.3856580214645
65.47483450184828,334.36220744407353,5,15.081611702774374,12.214382670512656,2358.0083477406943
459.1941809354519,163.27053732216726,3,6.96638085440452,7.858504041860509,3183.9155528240376
166.4509917200076,77.01238968119736,5,26.987237198237054,2.7400593932060486,1137.295805059309
348.1350279592919,223.23000622027763,5,11.516736641196342,18.428957933782613,3223.395796050641
190.26998424023492,314.89761464648603,5,16.306585833419657,3.5995539874602667,2777.593077440981
284.0306095300149,109.85378017383198,5,27.19416332893641,19.054509722595245,1726.0216769813971
296.01962570447586,260.4694760530301,2,18.727139877419763,9.474109686201158,2363.5328987259027
133.18450498648718,61.57856204769416,2,3.506941221250922,4.517525647933773,2161.8065438409494
486.31308249405134,49.12223683238484,3,28.194963708404252,11.296118000188805,1370.1877987462794
398.80977051250153,226.60121368021476,1,18.831241592142536,17.585970881651757,2377.990111234596
472.7745237038851,230.03499499573942,5,10.047168439712584,14.912272841781663,3755.7718896269903
452.67230769244196,265.84906355433645,1,4.1781621799016175,16.324661809367544,3350.482336869411
